"customer_id","txn_date","txn_type","txn_amount","running_balance"
384,"2020-03-31","withdrawal",220,-2527
385,"2020-01-15","deposit",585,585
385,"2020-01-26","purchase",990,-405
385,"2020-01-26","withdrawal",512,-917
385,"2020-01-31","withdrawal",257,-1174
385,"2020-03-03","deposit",335,-839
385,"2020-03-11","purchase",855,-1694
385,"2020-03-15","withdrawal",916,-2610
385,"2020-03-22","purchase",988,-3598
385,"2020-03-27","purchase",607,-4205
385,"2020-03-30","purchase",488,-4693
385,"2020-04-03","withdrawal",168,-4861
386,"2020-01-26","deposit",854,854
386,"2020-01-27","deposit",254,1108
386,"2020-02-02","purchase",239,869
386,"2020-02-22","purchase",110,759
386,"2020-03-08","purchase",470,289
386,"2020-03-18","deposit",489,778
386,"2020-03-23","purchase",681,97
386,"2020-03-29","withdrawal",863,-766
386,"2020-04-02","withdrawal",315,-1081
386,"2020-04-03","purchase",975,-2056
386,"2020-04-11","withdrawal",385,-2441
386,"2020-04-13","deposit",328,-2113
386,"2020-04-20","withdrawal",771,-2884
386,"2020-04-22","purchase",953,-3837
387,"2020-01-22","deposit",180,180
387,"2020-01-29","deposit",889,1069
387,"2020-03-07","deposit",761,1830
387,"2020-03-16","deposit",721,2551
387,"2020-04-01","deposit",808,3359
387,"2020-04-12","purchase",688,2671
387,"2020-04-13","withdrawal",217,2454
388,"2020-01-09","deposit",833,833
388,"2020-01-11","deposit",860,1693
388,"2020-01-21","deposit",550,2243
388,"2020-02-04","withdrawal",336,1907
388,"2020-02-21","purchase",781,1126
388,"2020-03-04","deposit",472,1598
388,"2020-04-01","purchase",222,1376
389,"2020-01-04","deposit",632,632
389,"2020-01-09","withdrawal",852,-220
389,"2020-01-10","deposit",398,178
389,"2020-01-24","purchase",205,-27
389,"2020-02-03","deposit",681,654
389,"2020-02-07","withdrawal",375,279
389,"2020-02-18","deposit",832,1111
389,"2020-02-20","purchase",25,1086
389,"2020-02-24","deposit",131,1217
389,"2020-02-25","purchase",727,490
389,"2020-03-06","deposit",161,651
389,"2020-03-16","deposit",563,1214
389,"2020-04-02","deposit",791,2005
390,"2020-01-15","deposit",102,102
390,"2020-01-28","withdrawal",807,-705
390,"2020-02-04","withdrawal",121,-826
390,"2020-02-08","purchase",726,-1552
390,"2020-02-09","purchase",117,-1669
390,"2020-02-21","withdrawal",369,-2038
390,"2020-03-09","purchase",713,-2751
390,"2020-03-14","deposit",804,-1947
390,"2020-03-17","withdrawal",172,-2119
390,"2020-03-20","purchase",423,-2542
390,"2020-03-20","deposit",613,-1929
390,"2020-04-01","deposit",735,-1194
390,"2020-04-02","purchase",152,-1346
390,"2020-04-03","purchase",746,-2092
390,"2020-04-07","purchase",709,-2801
391,"2020-01-15","deposit",219,219
391,"2020-01-20","deposit",733,952
391,"2020-01-25","purchase",349,603
391,"2020-02-10","deposit",133,736
391,"2020-02-18","purchase",454,282
391,"2020-02-26","purchase",280,2
391,"2020-03-08","deposit",595,597
391,"2020-03-20","deposit",795,1392
391,"2020-03-25","purchase",393,999
391,"2020-03-29","purchase",727,272
391,"2020-04-06","purchase",849,-577
391,"2020-04-13","deposit",487,-90
392,"2020-01-29","deposit",876,876
392,"2020-01-29","withdrawal",60,816
392,"2020-02-06","deposit",995,1811
392,"2020-02-07","deposit",223,2034
392,"2020-03-04","purchase",120,1914
392,"2020-03-09","withdrawal",416,1498
392,"2020-04-01","withdrawal",503,995
392,"2020-04-12","purchase",70,925
392,"2020-04-21","deposit",328,1253
393,"2020-01-17","deposit",118,118
393,"2020-01-30","deposit",541,659
393,"2020-02-01","purchase",577,82
393,"2020-02-04","withdrawal",62,20
393,"2020-02-08","deposit",98,118
393,"2020-03-01","deposit",720,838
393,"2020-03-02","withdrawal",310,528
393,"2020-03-05","deposit",867,1395
393,"2020-03-17","withdrawal",727,668
393,"2020-03-21","deposit",739,1407
393,"2020-03-25","purchase",327,1080
393,"2020-03-29","deposit",776,1856
393,"2020-03-29","withdrawal",356,1500
393,"2020-04-04","withdrawal",68,1432
393,"2020-04-05","purchase",317,1115
393,"2020-04-10","purchase",476,639
394,"2020-01-04","deposit",908,908
394,"2020-01-04","deposit",854,1762
394,"2020-01-07","deposit",255,2017
394,"2020-01-11","purchase",218,1799
394,"2020-01-14","withdrawal",294,1505
394,"2020-01-19","deposit",798,2303
394,"2020-01-27","deposit",965,3268
394,"2020-02-01","purchase",850,2418
394,"2020-02-05","purchase",313,2105
394,"2020-02-09","deposit",259,2364
394,"2020-02-16","purchase",468,1896
394,"2020-02-19","deposit",769,2665
394,"2020-02-21","purchase",839,1826
394,"2020-02-28","deposit",818,2644
394,"2020-03-14","withdrawal",570,2074
394,"2020-03-16","withdrawal",654,1420
395,"2020-01-14","deposit",40,40
395,"2020-01-16","purchase",636,-596
395,"2020-01-18","purchase",507,-1103
395,"2020-01-21","deposit",35,-1068
395,"2020-01-23","withdrawal",714,-1782
395,"2020-02-14","deposit",868,-914
395,"2020-03-02","deposit",548,-366
395,"2020-03-04","deposit",396,30
395,"2020-03-23","purchase",583,-553
395,"2020-03-31","withdrawal",350,-903
395,"2020-04-09","purchase",820,-1723
396,"2020-01-01","deposit",608,608
396,"2020-01-01","deposit",334,942
396,"2020-01-02","withdrawal",598,344
396,"2020-01-05","purchase",114,230
396,"2020-01-10","deposit",460,690
396,"2020-01-10","withdrawal",878,-188
396,"2020-01-13","withdrawal",201,-389
396,"2020-01-18","purchase",520,-909
396,"2020-02-01","withdrawal",454,-1363
396,"2020-02-03","withdrawal",221,-1584
396,"2020-02-16","deposit",230,-1354
396,"2020-02-28","deposit",804,-550
396,"2020-03-01","purchase",792,-1342
396,"2020-03-05","withdrawal",586,-1928
396,"2020-03-11","purchase",403,-2331
396,"2020-03-15","purchase",680,-3011
396,"2020-03-19","deposit",245,-2766
396,"2020-03-23","purchase",82,-2848
397,"2020-01-06","deposit",973,973
397,"2020-02-05","deposit",133,1106
397,"2020-03-10","deposit",676,1782
397,"2020-03-11","purchase",73,1709
398,"2020-01-01","deposit",196,196
398,"2020-01-10","purchase",951,-755
398,"2020-01-14","withdrawal",255,-1010
398,"2020-01-16","withdrawal",195,-1205
398,"2020-01-23","deposit",523,-682
398,"2020-01-27","purchase",570,-1252
398,"2020-01-31","deposit",823,-429
398,"2020-02-02","purchase",38,-467
398,"2020-02-13","purchase",546,-1013
398,"2020-02-14","purchase",902,-1915
398,"2020-02-16","withdrawal",232,-2147
398,"2020-02-20","purchase",150,-2297
398,"2020-02-27","purchase",874,-3171
398,"2020-03-09","deposit",873,-2298
398,"2020-03-10","withdrawal",678,-2976
398,"2020-03-14","withdrawal",817,-3793
398,"2020-03-21","purchase",201,-3994
398,"2020-03-22","purchase",916,-4910
398,"2020-03-24","deposit",874,-4036
398,"2020-03-24","deposit",635,-3401
399,"2020-01-13","withdrawal",187,-187
399,"2020-01-13","deposit",780,593
399,"2020-02-06","purchase",999,-406
399,"2020-02-14","deposit",105,-301
399,"2020-03-07","withdrawal",265,-566
399,"2020-03-13","withdrawal",769,-1335
399,"2020-03-13","deposit",804,-531
399,"2020-03-22","withdrawal",957,-1488
399,"2020-04-01","withdrawal",229,-1717
400,"2020-01-24","deposit",691,691
400,"2020-01-26","withdrawal",536,155
400,"2020-02-04","withdrawal",242,-87
400,"2020-02-21","purchase",395,-482
400,"2020-02-26","deposit",73,-409
400,"2020-04-11","deposit",944,535
400,"2020-04-18","deposit",803,1338
401,"2020-01-03","deposit",956,956
401,"2020-01-21","withdrawal",854,102
401,"2020-02-29","withdrawal",127,-25
401,"2020-03-07","purchase",855,-880
401,"2020-03-20","deposit",963,83
402,"2020-01-05","deposit",435,435
402,"2020-01-13","withdrawal",127,308
402,"2020-01-19","deposit",805,1113
402,"2020-01-31","deposit",365,1478
402,"2020-02-10","deposit",166,1644
402,"2020-02-18","purchase",45,1599
402,"2020-03-17","purchase",803,796
403,"2020-01-13","deposit",232,232
403,"2020-01-24","withdrawal",60,172
403,"2020-01-25","deposit",649,821
403,"2020-01-30","withdrawal",518,303
403,"2020-03-03","purchase",81,222
403,"2020-03-09","deposit",765,987
403,"2020-04-06","deposit",60,1047
404,"2020-01-02","deposit",724,724
404,"2020-01-02","withdrawal",636,88
404,"2020-01-05","withdrawal",42,46
404,"2020-01-07","withdrawal",137,-91
404,"2020-01-09","deposit",229,138
404,"2020-01-16","purchase",592,-454
404,"2020-01-16","deposit",933,479
404,"2020-01-17","purchase",190,289
404,"2020-01-24","withdrawal",867,-578
404,"2020-01-25","deposit",333,-245
404,"2020-02-05","withdrawal",44,-289
404,"2020-02-06","deposit",329,40
404,"2020-02-12","deposit",981,1021
404,"2020-02-14","purchase",515,506
404,"2020-02-27","purchase",853,-347
404,"2020-03-08","deposit",41,-306
404,"2020-03-11","withdrawal",351,-657
404,"2020-03-16","purchase",563,-1220
404,"2020-03-23","purchase",720,-1940
404,"2020-03-27","deposit",364,-1576
404,"2020-03-31","purchase",908,-2484
405,"2020-01-04","deposit",413,413
405,"2020-01-12","withdrawal",975,-562
405,"2020-01-13","purchase",209,-771
405,"2020-01-14","deposit",480,-291
405,"2020-01-17","purchase",492,-783
405,"2020-01-17","purchase",754,-1537
405,"2020-01-20","purchase",458,-1995
405,"2020-01-29","purchase",902,-2897
405,"2020-02-01","purchase",593,-3490
405,"2020-02-07","purchase",438,-3928
405,"2020-02-19","withdrawal",742,-4670
405,"2020-02-25","deposit",545,-4125
405,"2020-03-07","deposit",702,-3423
405,"2020-03-10","purchase",456,-3879
405,"2020-03-13","purchase",984,-4863
405,"2020-03-14","deposit",38,-4825
405,"2020-03-18","withdrawal",671,-5496
405,"2020-03-27","purchase",171,-5667
405,"2020-03-30","withdrawal",836,-6503
405,"2020-03-31","withdrawal",379,-6882
405,"2020-04-02","purchase",188,-7070
406,"2020-01-26","deposit",795,795
406,"2020-02-01","deposit",829,1624
406,"2020-02-12","withdrawal",424,1200
406,"2020-02-15","withdrawal",69,1131
406,"2020-03-02","deposit",177,1308
406,"2020-03-03","deposit",337,1645
406,"2020-03-04","deposit",51,1696
406,"2020-03-09","deposit",385,2081
406,"2020-03-12","withdrawal",114,1967
406,"2020-03-24","deposit",394,2361
406,"2020-03-28","deposit",236,2597
406,"2020-04-03","withdrawal",262,2335
406,"2020-04-04","withdrawal",606,1729
406,"2020-04-06","deposit",892,2621
406,"2020-04-10","withdrawal",342,2279
407,"2020-01-14","deposit",804,804
407,"2020-01-23","withdrawal",821,-17
407,"2020-01-25","deposit",24,7
407,"2020-02-04","deposit",643,650
407,"2020-02-05","purchase",604,46
407,"2020-03-16","withdrawal",946,-900
407,"2020-04-01","purchase",999,-1899
407,"2020-04-03","purchase",969,-2868
407,"2020-04-04","purchase",407,-3275
408,"2020-01-21","deposit",514,514
408,"2020-01-30","withdrawal",659,-145
408,"2020-03-09","deposit",945,800
408,"2020-04-14","purchase",932,-132
409,"2020-01-22","deposit",155,155
409,"2020-02-11","deposit",713,868
409,"2020-02-13","deposit",556,1424
409,"2020-02-18","purchase",990,434
409,"2020-02-24","deposit",937,1371
409,"2020-03-01","deposit",983,2354
409,"2020-03-18","withdrawal",924,1430
409,"2020-03-20","deposit",650,2080
409,"2020-03-24","deposit",61,2141
409,"2020-03-25","deposit",314,2455
409,"2020-04-13","withdrawal",894,1561
409,"2020-04-16","deposit",629,2190
409,"2020-04-17","deposit",433,2623
410,"2020-01-07","deposit",601,601
410,"2020-01-08","purchase",171,430
410,"2020-01-21","deposit",595,1025
410,"2020-02-07","purchase",103,922
410,"2020-02-10","withdrawal",723,199
410,"2020-03-04","deposit",136,335
410,"2020-03-09","withdrawal",78,257
410,"2020-03-14","withdrawal",666,-409
410,"2020-03-16","deposit",135,-274
410,"2020-03-28","deposit",222,-52
411,"2020-01-27","deposit",551,551
411,"2020-04-08","purchase",871,-320
411,"2020-04-23","purchase",661,-981
412,"2020-01-01","deposit",381,381
412,"2020-01-03","purchase",242,139
412,"2020-01-06","deposit",583,722
412,"2020-02-19","withdrawal",114,608
413,"2020-01-26","deposit",927,927
413,"2020-01-28","withdrawal",793,134
413,"2020-01-28","deposit",508,642
413,"2020-02-01","deposit",851,1493
413,"2020-02-05","withdrawal",389,1104
413,"2020-02-10","deposit",223,1327
413,"2020-02-16","withdrawal",957,370
413,"2020-02-25","deposit",702,1072
413,"2020-04-01","purchase",271,801
414,"2020-01-08","deposit",445,445
414,"2020-01-21","withdrawal",414,31
414,"2020-01-22","deposit",711,742
414,"2020-01-28","withdrawal",303,439
414,"2020-03-04","deposit",616,1055
414,"2020-03-13","deposit",863,1918
415,"2020-01-07","deposit",566,566
415,"2020-01-07","deposit",152,718
415,"2020-01-22","purchase",192,526
415,"2020-01-31","purchase",195,331
415,"2020-02-13","purchase",67,264
415,"2020-02-22","purchase",850,-586
415,"2020-03-01","purchase",981,-1567
415,"2020-03-03","withdrawal",318,-1885
415,"2020-03-04","purchase",972,-2857
415,"2020-03-05","deposit",227,-2630
415,"2020-03-10","deposit",252,-2378
415,"2020-03-15","purchase",365,-2743
415,"2020-03-20","withdrawal",947,-3690
415,"2020-03-22","withdrawal",597,-4287
416,"2020-01-16","deposit",756,756
416,"2020-02-02","deposit",996,1752
416,"2020-02-03","withdrawal",806,946
416,"2020-02-03","withdrawal",990,-44
416,"2020-02-10","deposit",699,655
416,"2020-02-12","deposit",256,911
416,"2020-02-17","deposit",990,1901
416,"2020-02-20","purchase",186,1715
416,"2020-03-10","deposit",904,2619
416,"2020-03-11","deposit",407,3026
416,"2020-03-13","purchase",144,2882
416,"2020-03-14","deposit",791,3673
416,"2020-03-23","deposit",660,4333
416,"2020-03-24","purchase",425,3908
416,"2020-03-27","purchase",584,3324
416,"2020-04-03","deposit",152,3476
416,"2020-04-04","purchase",183,3293
416,"2020-04-07","deposit",675,3968
416,"2020-04-10","purchase",70,3898
417,"2020-01-04","deposit",213,213
417,"2020-01-05","deposit",977,1190
417,"2020-01-08","deposit",832,2022
417,"2020-01-17","purchase",343,1679
417,"2020-01-22","purchase",972,707
417,"2020-02-05","deposit",792,1499
417,"2020-02-06","purchase",453,1046
417,"2020-02-06","purchase",916,130
417,"2020-02-20","purchase",220,-90
417,"2020-02-21","withdrawal",320,-410
417,"2020-02-24","purchase",472,-882
417,"2020-02-29","purchase",197,-1079
417,"2020-03-04","purchase",620,-1699
417,"2020-03-30","deposit",159,-1540
417,"2020-04-01","purchase",307,-1847
418,"2020-01-07","deposit",688,688
418,"2020-01-11","purchase",427,261
418,"2020-01-14","deposit",205,466
418,"2020-01-21","deposit",390,856
418,"2020-01-28","withdrawal",285,571
418,"2020-01-30","withdrawal",732,-161
418,"2020-01-31","withdrawal",338,-499
418,"2020-02-06","purchase",739,-1238
418,"2020-02-11","purchase",586,-1824
418,"2020-02-16","deposit",730,-1094
418,"2020-02-18","withdrawal",936,-2030
418,"2020-02-18","deposit",567,-1463
418,"2020-02-21","deposit",824,-639
418,"2020-02-25","withdrawal",357,-996
418,"2020-03-03","deposit",473,-523
418,"2020-03-12","withdrawal",289,-812
418,"2020-03-13","purchase",812,-1624
418,"2020-04-02","deposit",386,-1238
418,"2020-04-05","purchase",590,-1828
419,"2020-01-11","deposit",711,711
419,"2020-01-12","withdrawal",217,494
419,"2020-01-18","deposit",699,1193
419,"2020-02-09","purchase",779,414
419,"2020-02-11","purchase",755,-341
419,"2020-02-23","deposit",159,-182
419,"2020-02-28","deposit",305,123
419,"2020-03-13","purchase",523,-400
419,"2020-03-20","purchase",84,-484
419,"2020-03-24","purchase",796,-1280
420,"2020-01-24","purchase",431,-431
420,"2020-01-24","deposit",151,-280
420,"2020-02-10","purchase",430,-710
420,"2020-02-14","purchase",278,-988
420,"2020-02-21","purchase",796,-1784
420,"2020-02-23","withdrawal",361,-2145
420,"2020-02-28","deposit",28,-2117
420,"2020-03-05","deposit",406,-1711
420,"2020-03-06","withdrawal",500,-2211
420,"2020-03-07","withdrawal",103,-2314
420,"2020-03-24","purchase",143,-2457
420,"2020-04-09","purchase",435,-2892
420,"2020-04-12","deposit",641,-2251
420,"2020-04-16","withdrawal",313,-2564
420,"2020-04-21","deposit",486,-2078
421,"2020-01-09","deposit",205,205
421,"2020-01-28","purchase",946,-741
421,"2020-02-03","deposit",523,-218
421,"2020-02-12","withdrawal",353,-571
421,"2020-03-04","withdrawal",38,-609
421,"2020-03-25","deposit",196,-413
421,"2020-04-04","purchase",175,-588
421,"2020-04-05","deposit",900,312
422,"2020-01-25","deposit",356,356
422,"2020-02-02","purchase",8,348
422,"2020-02-04","purchase",947,-599
422,"2020-02-07","deposit",364,-235
422,"2020-02-08","withdrawal",653,-888
422,"2020-02-08","withdrawal",779,-1667
422,"2020-02-13","purchase",465,-2132
422,"2020-02-28","deposit",442,-1690
422,"2020-02-29","deposit",434,-1256
422,"2020-02-29","purchase",405,-1661
422,"2020-03-02","purchase",641,-2302
422,"2020-03-02","deposit",814,-1488
422,"2020-03-08","deposit",944,-544
422,"2020-03-14","purchase",256,-800
422,"2020-03-22","purchase",488,-1288
422,"2020-03-24","deposit",242,-1046
422,"2020-04-06","purchase",210,-1256
422,"2020-04-07","withdrawal",878,-2134
422,"2020-04-11","purchase",787,-2921
422,"2020-04-11","deposit",355,-2566
422,"2020-04-20","purchase",791,-3357
423,"2020-01-18","deposit",164,164
423,"2020-01-23","deposit",197,361
423,"2020-02-05","purchase",767,-406
423,"2020-02-26","deposit",144,-262
423,"2020-03-01","purchase",374,-636
423,"2020-03-03","deposit",983,347
423,"2020-03-05","deposit",974,1321
424,"2020-01-12","deposit",995,995
424,"2020-01-14","purchase",371,624
424,"2020-01-18","purchase",932,-308
424,"2020-01-30","purchase",287,-595
424,"2020-02-04","deposit",836,241
424,"2020-02-12","withdrawal",580,-339
424,"2020-02-14","deposit",591,252
424,"2020-02-16","deposit",702,954
424,"2020-02-18","purchase",323,631
424,"2020-02-18","purchase",311,320
424,"2020-02-24","withdrawal",264,56
424,"2020-02-25","purchase",903,-847
424,"2020-02-28","purchase",733,-1580
424,"2020-02-29","deposit",932,-648
424,"2020-03-05","purchase",250,-898
424,"2020-03-09","deposit",761,-137
424,"2020-03-15","withdrawal",800,-937
424,"2020-03-22","deposit",788,-149
424,"2020-03-25","purchase",791,-940
424,"2020-04-05","deposit",626,-314
425,"2020-01-09","deposit",308,308
425,"2020-01-15","purchase",245,63
425,"2020-02-14","deposit",708,771
425,"2020-02-16","purchase",483,288
425,"2020-02-18","deposit",55,343
425,"2020-02-20","withdrawal",483,-140
425,"2020-02-21","purchase",102,-242
425,"2020-02-21","deposit",250,8
425,"2020-02-29","purchase",513,-505
425,"2020-03-04","deposit",275,-230
425,"2020-03-08","deposit",287,57
425,"2020-04-04","withdrawal",347,-290
425,"2020-04-07","purchase",431,-721
426,"2020-01-15","deposit",282,282
426,"2020-01-22","purchase",984,-702
426,"2020-01-27","purchase",408,-1110
426,"2020-01-30","deposit",230,-880
426,"2020-02-01","purchase",861,-1741
426,"2020-02-03","purchase",860,-2601
426,"2020-02-14","deposit",7,-2594
426,"2020-02-26","purchase",462,-3056
426,"2020-02-29","withdrawal",746,-3802
426,"2020-03-06","purchase",532,-4334
426,"2020-03-10","withdrawal",229,-4563
426,"2020-03-21","withdrawal",59,-4622
426,"2020-03-30","deposit",270,-4352
426,"2020-04-05","purchase",122,-4474
426,"2020-04-08","purchase",325,-4799
426,"2020-04-10","withdrawal",310,-5109
426,"2020-04-11","withdrawal",243,-5352
427,"2020-01-22","deposit",588,588
427,"2020-02-07","deposit",516,1104
427,"2020-02-15","deposit",492,1596
427,"2020-02-19","deposit",420,2016
427,"2020-02-23","withdrawal",711,1305
427,"2020-03-01","purchase",670,635
427,"2020-03-23","withdrawal",580,55
427,"2020-03-27","deposit",621,676
427,"2020-04-08","deposit",667,1343
427,"2020-04-11","withdrawal",623,720
427,"2020-04-13","purchase",993,-273
427,"2020-04-18","purchase",43,-316
428,"2020-01-15","deposit",280,280
428,"2020-02-04","purchase",364,-84
428,"2020-02-06","purchase",176,-260
428,"2020-02-15","deposit",599,339
428,"2020-02-27","deposit",348,687
428,"2020-03-03","deposit",530,1217
429,"2020-01-21","deposit",82,82
429,"2020-02-14","purchase",128,-46
429,"2020-02-19","deposit",831,785
429,"2020-02-25","purchase",312,473
429,"2020-03-02","deposit",256,729
429,"2020-03-02","withdrawal",611,118
429,"2020-03-02","purchase",164,-46
429,"2020-04-04","withdrawal",855,-901
430,"2020-01-20","deposit",829,829
430,"2020-01-25","withdrawal",449,380
430,"2020-01-29","withdrawal",388,-8
430,"2020-02-26","purchase",332,-340
430,"2020-02-29","deposit",743,403
430,"2020-03-09","withdrawal",968,-565
430,"2020-03-23","purchase",761,-1326
431,"2020-01-11","deposit",101,101
431,"2020-01-18","deposit",158,259
431,"2020-01-20","purchase",659,-400
431,"2020-02-20","purchase",739,-1139
432,"2020-01-26","purchase",817,-817
432,"2020-01-26","deposit",637,-180
432,"2020-01-27","deposit",572,392
432,"2020-02-08","deposit",772,1164
432,"2020-02-08","withdrawal",758,406
432,"2020-02-10","withdrawal",836,-430
432,"2020-02-12","purchase",46,-476
432,"2020-02-14","deposit",984,508
432,"2020-02-25","deposit",478,986
432,"2020-03-15","deposit",907,1893
432,"2020-03-31","purchase",930,963
432,"2020-04-01","deposit",177,1140
432,"2020-04-01","deposit",509,1649
432,"2020-04-01","deposit",658,2307
432,"2020-04-03","deposit",337,2644
432,"2020-04-03","deposit",38,2682
432,"2020-04-12","purchase",565,2117
432,"2020-04-20","deposit",318,2435
433,"2020-01-15","deposit",142,142
433,"2020-01-27","deposit",287,429
433,"2020-01-29","deposit",454,883
433,"2020-02-02","deposit",633,1516
433,"2020-02-14","purchase",325,1191
433,"2020-02-28","deposit",95,1286
433,"2020-03-24","withdrawal",626,660
434,"2020-01-14","deposit",686,686
434,"2020-01-16","deposit",316,1002
434,"2020-01-29","withdrawal",775,227
434,"2020-01-31","deposit",896,1123
434,"2020-02-08","purchase",781,342
434,"2020-02-12","withdrawal",191,151
434,"2020-02-17","purchase",734,-583
434,"2020-02-18","deposit",906,323
434,"2020-02-27","purchase",440,-117
434,"2020-03-06","deposit",792,675
434,"2020-03-06","withdrawal",437,238
434,"2020-03-10","withdrawal",758,-520
434,"2020-03-15","purchase",620,-1140
434,"2020-03-17","purchase",509,-1649
434,"2020-03-18","withdrawal",539,-2188
434,"2020-03-21","purchase",466,-2654
434,"2020-03-25","deposit",288,-2366
434,"2020-04-02","purchase",141,-2507
434,"2020-04-07","deposit",692,-1815
435,"2020-01-01","deposit",627,627
435,"2020-01-02","purchase",778,-151
435,"2020-01-03","deposit",702,551
435,"2020-01-05","withdrawal",965,-414
435,"2020-01-05","deposit",118,-296
435,"2020-01-06","deposit",419,123
435,"2020-01-07","deposit",20,143
435,"2020-01-07","purchase",543,-400
435,"2020-01-17","deposit",534,134
435,"2020-01-23","purchase",542,-408
435,"2020-01-25","withdrawal",921,-1329
435,"2020-02-13","deposit",386,-943
435,"2020-02-14","deposit",337,-606
435,"2020-02-26","deposit",568,-38
435,"2020-03-09","withdrawal",382,-420
435,"2020-03-11","withdrawal",599,-1019
435,"2020-03-17","purchase",310,-1329
435,"2020-03-18","purchase",108,-1437
435,"2020-03-23","withdrawal",545,-1982
435,"2020-03-23","deposit",33,-1949
435,"2020-03-25","deposit",508,-1441
435,"2020-03-28","deposit",265,-1176
436,"2020-01-05","deposit",401,401
436,"2020-01-16","deposit",516,917
436,"2020-02-05","purchase",31,886
436,"2020-03-03","purchase",304,582
436,"2020-03-09","withdrawal",248,334
436,"2020-03-13","withdrawal",917,-583
436,"2020-03-29","purchase",93,-676
437,"2020-01-05","deposit",935,935
437,"2020-01-05","withdrawal",951,-16
437,"2020-01-17","withdrawal",345,-361
437,"2020-02-11","withdrawal",80,-441
437,"2020-02-11","purchase",657,-1098
437,"2020-02-12","purchase",439,-1537
437,"2020-03-16","purchase",86,-1623
437,"2020-03-17","deposit",305,-1318
437,"2020-04-02","deposit",184,-1134
438,"2020-01-01","deposit",261,261
438,"2020-01-12","deposit",705,966
438,"2020-01-13","withdrawal",68,898
438,"2020-01-20","withdrawal",538,360
438,"2020-01-31","deposit",957,1317
438,"2020-02-01","purchase",93,1224
438,"2020-02-12","withdrawal",159,1065
438,"2020-02-13","deposit",890,1955
438,"2020-02-26","deposit",858,2813
438,"2020-03-07","deposit",273,3086
438,"2020-03-08","withdrawal",802,2284
438,"2020-03-25","purchase",861,1423
439,"2020-01-26","deposit",430,430
439,"2020-03-04","withdrawal",916,-486
439,"2020-03-13","deposit",105,-381
439,"2020-04-12","deposit",699,318
440,"2020-01-03","deposit",45,45
440,"2020-01-04","withdrawal",168,-123
440,"2020-02-18","deposit",269,146
440,"2020-03-04","deposit",585,731
440,"2020-03-26","withdrawal",241,490
441,"2020-01-12","deposit",418,418
441,"2020-01-13","withdrawal",207,211
441,"2020-01-18","withdrawal",540,-329
441,"2020-02-03","deposit",177,-152
441,"2020-02-05","deposit",919,767
441,"2020-02-06","deposit",363,1130
441,"2020-02-17","withdrawal",195,935
441,"2020-02-24","purchase",190,745
441,"2020-03-06","withdrawal",229,516
441,"2020-03-16","purchase",634,-118
441,"2020-03-18","deposit",37,-81
441,"2020-03-20","purchase",917,-998
441,"2020-03-24","deposit",856,-142
441,"2020-03-24","deposit",8,-134
441,"2020-03-25","withdrawal",535,-669
441,"2020-04-02","purchase",8,-677
441,"2020-04-04","deposit",392,-285
441,"2020-04-04","purchase",520,-805
441,"2020-04-08","withdrawal",24,-829
441,"2020-04-09","deposit",237,-592
441,"2020-04-10","purchase",206,-798
442,"2020-01-26","deposit",553,553
442,"2020-01-27","purchase",881,-328
442,"2020-01-28","deposit",470,142
442,"2020-02-11","purchase",835,-693
442,"2020-02-11","purchase",240,-933
442,"2020-02-20","withdrawal",156,-1089
442,"2020-02-20","withdrawal",361,-1450
442,"2020-02-21","purchase",638,-2088
442,"2020-02-23","purchase",810,-2898
442,"2020-03-02","withdrawal",728,-3626
442,"2020-03-02","withdrawal",745,-4371
442,"2020-03-09","purchase",661,-5032
442,"2020-03-13","deposit",741,-4291
442,"2020-03-19","withdrawal",309,-4600
442,"2020-03-20","withdrawal",824,-5424
442,"2020-03-31","deposit",904,-4520
442,"2020-04-04","purchase",938,-5458
442,"2020-04-06","purchase",385,-5843
442,"2020-04-15","deposit",359,-5484
442,"2020-04-21","deposit",824,-4660
442,"2020-04-24","withdrawal",839,-5499
443,"2020-01-28","deposit",760,760
443,"2020-02-21","withdrawal",57,703
443,"2020-02-23","withdrawal",592,111
443,"2020-02-29","deposit",599,710
443,"2020-03-02","purchase",845,-135
443,"2020-03-22","purchase",377,-512
443,"2020-03-28","deposit",561,49
443,"2020-03-31","purchase",408,-359
443,"2020-04-04","deposit",348,-11
444,"2020-01-10","deposit",669,669
444,"2020-01-11","purchase",586,83
444,"2020-02-02","purchase",14,69
444,"2020-02-09","withdrawal",805,-736
444,"2020-02-10","withdrawal",442,-1178
444,"2020-03-07","deposit",906,-272
444,"2020-03-09","deposit",822,550
444,"2020-03-25","purchase",378,172
444,"2020-03-30","withdrawal",671,-499
444,"2020-04-08","withdrawal",321,-820
445,"2020-01-25","deposit",832,832
445,"2020-01-25","deposit",836,1668
445,"2020-01-26","purchase",635,1033
445,"2020-01-29","deposit",331,1364
445,"2020-02-06","deposit",471,1835
445,"2020-02-07","purchase",982,853
445,"2020-02-12","withdrawal",374,479
445,"2020-02-17","deposit",415,894
445,"2020-03-05","withdrawal",144,750
445,"2020-03-05","deposit",428,1178
445,"2020-03-11","withdrawal",454,724
445,"2020-04-01","withdrawal",395,329
445,"2020-04-06","purchase",303,26
445,"2020-04-17","deposit",663,689
445,"2020-04-17","withdrawal",371,318
445,"2020-04-20","deposit",477,795
